OrderID,OrderDate,WarehouseID,ShipmentDate,DeliveryDate,DelayDays
O002337,2023-10-13,W02,2023-10-14,2023-10-20,3
O002338,2023-05-29,W03,2023-06-06,2023-06-12,3
O002339,2023-03-25,W05,2023-04-01,2023-04-04,0
O002340,2023-08-19,W01,2023-08-21,2023-08-23,0
O002341,2023-10-15,W04,2023-10-17,2023-10-22,2
O002342,2023-06-10,W03,2023-06-16,2023-06-20,1
O002343,2023-09-29,W03,2023-10-02,2023-10-04,0
O002344,2023-02-07,W01,2023-02-08,2023-02-12,1
O002345,2023-08-14,W05,2023-08-22,2023-08-24,0
O002346,2023-05-22,W04,2023-05-29,2023-06-04,3
O002347,2023-10-19,W05,2023-10-23,2023-10-27,1
O002348,2023-05-31,W04,2023-06-01,2023-06-06,2
O002349,2023-04-24,W01,2023-04-26,2023-04-27,0
O002350,2023-08-25,W03,2023-09-03,2023-09-06,0
O002351,2023-03-07,W04,2023-03-11,2023-03-13,0
O002352,2023-12-27,W03,2023-12-30,2024-01-02,0
O002353,2023-12-07,W02,2023-12-15,2023-12-18,0
O002354,2023-09-15,W02,2023-09-19,2023-09-23,1
O002355,2023-09-06,W01,2023-09-13,2023-09-14,0
O002356,2023-11-27,W01,2023-12-02,2023-12-06,1
O002357,2023-11-19,W01,2023-11-24,2023-11-27,0
O002358,2023-06-29,W02,2023-07-05,2023-07-11,3
O002359,2023-07-09,W04,2023-07-13,2023-07-18,2
O002360,2023-06-03,W05,2023-06-05,2023-06-06,0
O002361,2023-07-15,W01,2023-07-21,2023-07-22,0
O002362,2023-11-07,W05,2023-11-12,2023-11-18,3
O002363,2023-09-19,W05,2023-09-22,2023-09-25,0
O002364,2023-05-23,W02,2023-05-27,2023-05-31,1
O002365,2023-12-08,W04,2023-12-11,2023-12-17,3
O002366,2023-11-12,W02,2023-11-15,2023-11-20,2
O002367,2023-04-11,W01,2023-04-15,2023-04-17,0
O002368,2023-09-01,W02,2023-09-03,2023-09-07,1
O002369,2023-01-12,W02,2023-01-16,2023-01-17,0
O002370,2023-08-27,W02,2023-08-29,2023-09-04,3
O002371,2023-02-18,W01,2023-02-26,2023-03-02,1
O002372,2023-02-11,W01,2023-02-16,2023-02-18,0
O002373,2023-06-15,W02,2023-06-22,2023-06-27,2
O002374,2023-03-23,W02,2023-03-27,2023-04-02,3
O002375,2023-10-18,W05,2023-10-24,2023-10-29,2
O002376,2023-06-07,W04,2023-06-11,2023-06-13,0
O002377,2023-08-04,W05,2023-08-10,2023-08-12,0
O002378,2023-06-07,W04,2023-06-08,2023-06-11,0
O002379,2023-05-14,W04,2023-05-20,2023-05-21,0
O002380,2023-03-08,W02,2023-03-14,2023-03-17,0
O002381,2023-12-02,W05,2023-12-04,2023-12-08,1
O002382,2023-01-07,W04,2023-01-16,2023-01-18,0
O002383,2023-01-14,W04,2023-01-20,2023-01-23,0
O002384,2023-03-14,W01,2023-03-21,2023-03-22,0
O002385,2023-06-12,W04,2023-06-14,2023-06-15,0
O002386,2023-03-07,W02,2023-03-09,2023-03-11,0
O002387,2023-12-13,W03,2023-12-15,2023-12-21,3
O002388,2023-05-10,W01,2023-05-19,2023-05-22,0
O002389,2023-07-25,W03,2023-07-28,2023-08-02,2
O002390,2023-10-03,W02,2023-10-07,2023-10-09,0
O002391,2023-09-13,W03,2023-09-14,2023-09-18,1
O002392,2023-09-23,W04,2023-09-24,2023-09-27,0
O002393,2023-01-25,W03,2023-01-29,2023-02-01,0
O002394,2023-10-08,W05,2023-10-10,2023-10-12,0
O002395,2023-09-10,W02,2023-09-18,2023-09-24,3
O002396,2023-11-06,W05,2023-11-10,2023-11-13,0
O002397,2023-10-16,W03,2023-10-19,2023-10-22,0
O002398,2023-06-13,W05,2023-06-16,2023-06-20,1
O002399,2023-04-05,W01,2023-04-11,2023-04-17,3
O002400,2023-09-27,W03,2023-10-03,2023-10-07,1
O002401,2023-11-17,W05,2023-11-23,2023-11-28,2
O002402,2023-04-20,W04,2023-04-26,2023-04-30,1
O002403,2023-12-02,W03,2023-12-10,2023-12-15,2
O002404,2023-11-06,W01,2023-11-14,2023-11-18,1
O002405,2023-08-26,W04,2023-09-04,2023-09-09,2
O002406,2023-01-25,W03,2023-01-26,2023-02-01,3
O002407,2023-05-21,W04,2023-05-29,2023-06-02,1
O002408,2023-04-27,W03,2023-05-02,2023-05-06,1
O002409,2023-01-25,W03,2023-01-28,2023-01-30,0
O002410,2023-03-20,W02,2023-03-23,2023-03-27,1
O002411,2023-03-09,W05,2023-03-15,2023-03-20,2
O002412,2023-06-22,W03,2023-06-30,2023-07-02,0
O002413,2023-01-12,W01,2023-01-14,2023-01-19,2
O002414,2023-10-15,W05,2023-10-24,2023-10-28,1
O002415,2023-05-08,W02,2023-05-13,2023-05-17,1
O002416,2023-04-06,W05,2023-04-11,2023-04-16,2
O002417,2023-04-02,W05,2023-04-03,2023-04-09,3
O002418,2023-05-21,W03,2023-05-27,2023-06-02,3
O002419,2023-01-31,W01,2023-02-05,2023-02-11,3
O002420,2023-11-30,W03,2023-12-07,2023-12-10,0
O002421,2023-01-20,W01,2023-01-27,2023-01-29,0
O002422,2023-05-26,W01,2023-05-30,2023-06-01,0
O002423,2023-11-12,W04,2023-11-17,2023-11-23,3
O002424,2023-06-09,W03,2023-06-17,2023-06-21,1
O002425,2023-12-15,W02,2023-12-17,2023-12-19,0
O002426,2023-02-12,W05,2023-02-13,2023-02-18,2
O002427,2023-09-11,W04,2023-09-17,2023-09-21,1
O002428,2023-05-10,W02,2023-05-14,2023-05-16,0
O002429,2023-03-01,W03,2023-03-04,2023-03-05,0
O002430,2023-05-31,W01,2023-06-07,2023-06-09,0
O002431,2023-10-14,W03,2023-10-22,2023-10-28,3
O002432,2023-01-05,W03,2023-01-09,2023-01-14,2
O002433,2023-09-23,W04,2023-09-29,2023-10-01,0
O002434,2023-12-11,W02,2023-12-13,2023-12-16,0
O002435,2023-05-10,W04,2023-05-18,2023-05-24,3
O002436,2023-09-24,W02,2023-09-30,2023-10-03,0
O002437,2023-06-27,W04,2023-07-06,2023-07-10,1
O002438,2023-09-10,W05,2023-09-16,2023-09-19,0
O002439,2023-02-25,W01,2023-03-03,2023-03-08,2
O002440,2023-03-24,W01,2023-03-26,2023-03-27,0
O002441,2023-04-09,W01,2023-04-14,2023-04-15,0
O002442,2023-05-29,W05,2023-06-07,2023-06-11,1
O002443,2023-11-25,W05,2023-11-26,2023-11-30,1
O002444,2023-06-05,W01,2023-06-09,2023-06-12,0
O002445,2023-07-09,W01,2023-07-12,2023-07-17,2
O002446,2023-09-20,W02,2023-09-21,2023-09-24,0
O002447,2023-03-21,W02,2023-03-22,2023-03-27,2
O002448,2023-09-09,W03,2023-09-10,2023-09-15,2
O002449,2023-04-07,W04,2023-04-08,2023-04-09,0
O002450,2023-09-17,W02,2023-09-19,2023-09-24,2
O002451,2023-09-17,W02,2023-09-22,2023-09-24,0
O002452,2023-04-13,W02,2023-04-15,2023-04-20,2
O002453,2023-02-09,W02,2023-02-13,2023-02-14,0
O002454,2023-09-30,W05,2023-10-09,2023-10-15,3
O002455,2023-04-11,W03,2023-04-14,2023-04-17,0
O002456,2023-12-25,W02,2023-12-27,2024-01-01,2
O002457,2023-11-04,W04,2023-11-08,2023-11-10,0
O002458,2023-08-09,W02,2023-08-18,2023-08-22,1
O002459,2023-11-04,W05,2023-11-08,2023-11-11,0
O002460,2023-05-04,W01,2023-05-09,2023-05-13,1
O002461,2023-08-19,W01,2023-08-23,2023-08-25,0
O002462,2023-06-27,W03,2023-07-05,2023-07-06,0
O002463,2023-03-04,W01,2023-03-08,2023-03-14,3
O002464,2023-04-26,W02,2023-04-28,2023-04-29,0
O002465,2023-07-10,W05,2023-07-14,2023-07-20,3
O002466,2023-03-03,W03,2023-03-05,2023-03-08,0
O002467,2023-09-13,W02,2023-09-22,2023-09-27,2
O002468,2023-01-07,W01,2023-01-15,2023-01-20,2
O002469,2023-06-04,W04,2023-06-13,2023-06-17,1
O002470,2023-04-02,W02,2023-04-06,2023-04-07,0
O002471,2023-01-14,W04,2023-01-15,2023-01-20,2
O002472,2023-08-17,W04,2023-08-20,2023-08-26,3
O002473,2023-03-27,W03,2023-04-03,2023-04-08,2
O002474,2023-05-13,W05,2023-05-14,2023-05-15,0
O002475,2023-07-02,W01,2023-07-10,2023-07-11,0
O002476,2023-03-03,W01,2023-03-12,2023-03-14,0
O002477,2023-08-07,W02,2023-08-15,2023-08-19,1
O002478,2023-09-03,W01,2023-09-08,2023-09-09,0
O002479,2023-08-18,W03,2023-08-27,2023-08-29,0
O002480,2023-03-20,W01,2023-03-24,2023-03-25,0
O002481,2023-05-29,W02,2023-06-07,2023-06-10,0
O002482,2023-05-18,W01,2023-05-19,2023-05-25,3
O002483,2023-11-10,W05,2023-11-13,2023-11-19,3
O002484,2023-03-06,W04,2023-03-10,2023-03-13,0
O002485,2023-01-13,W04,2023-01-14,2023-01-17,0
O002486,2023-08-01,W04,2023-08-07,2023-08-08,0
O002487,2023-08-30,W05,2023-09-03,2023-09-08,2
O002488,2023-08-01,W03,2023-08-05,2023-08-10,2
O002489,2023-06-30,W02,2023-07-01,2023-07-04,0
O002490,2023-12-04,W05,2023-12-09,2023-12-13,1
O002491,2023-06-22,W02,2023-07-01,2023-07-07,3
O002492,2023-06-09,W03,2023-06-15,2023-06-17,0
O002493,2023-06-13,W05,2023-06-21,2023-06-24,0
O002494,2023-07-07,W01,2023-07-11,2023-07-17,3
O002495,2023-07-10,W03,2023-07-19,2023-07-21,0
O002496,2023-11-04,W04,2023-11-11,2023-11-13,0
O002497,2023-09-13,W05,2023-09-20,2023-09-23,0
O002498,2023-07-02,W03,2023-07-10,2023-07-15,2
O002499,2023-04-27,W03,2023-04-29,2023-05-03,1
O002500,2023-10-09,W05,2023-10-15,2023-10-21,3
O002501,2023-07-15,W04,2023-07-22,2023-07-25,0
O002502,2023-02-03,W04,2023-02-06,2023-02-08,0
O002503,2023-02-21,W03,2023-03-01,2023-03-07,3
O002504,2023-04-22,W02,2023-04-23,2023-04-24,0
O002505,2023-09-09,W03,2023-09-10,2023-09-11,0
O002506,2023-03-23,W05,2023-03-26,2023-04-01,3
O002507,2023-08-20,W05,2023-08-26,2023-09-01,3
O002508,2023-08-15,W05,2023-08-22,2023-08-24,0
O002509,2023-08-21,W04,2023-08-23,2023-08-26,0
O002510,2023-08-09,W01,2023-08-15,2023-08-20,2
O002511,2023-02-11,W05,2023-02-16,2023-02-19,0
O002512,2023-01-21,W05,2023-01-27,2023-01-31,1
O002513,2023-02-11,W02,2023-02-12,2023-02-18,3
O002514,2023-04-23,W02,2023-04-30,2023-05-01,0
O002515,2023-04-15,W03,2023-04-23,2023-04-25,0
O002516,2023-07-11,W03,2023-07-18,2023-07-23,2
O002517,2023-01-17,W03,2023-01-26,2023-01-29,0
O002518,2023-04-30,W05,2023-05-01,2023-05-05,1
O002519,2023-05-09,W02,2023-05-18,2023-05-21,0
O002520,2023-05-10,W03,2023-05-13,2023-05-17,1
O002521,2023-03-01,W02,2023-03-03,2023-03-06,0
O002522,2023-02-17,W05,2023-02-23,2023-02-28,2
O002523,2023-01-29,W05,2023-02-03,2023-02-08,2
O002524,2023-04-07,W03,2023-04-11,2023-04-13,0
O002525,2023-01-10,W05,2023-01-14,2023-01-19,2
O002526,2023-08-30,W05,2023-09-07,2023-09-11,1
O002527,2023-11-10,W02,2023-11-13,2023-11-15,0
O002528,2023-08-20,W01,2023-08-21,2023-08-26,2
O002529,2023-10-04,W04,2023-10-09,2023-10-10,0
O002530,2023-10-11,W03,2023-10-19,2023-10-23,1
O002531,2023-07-22,W01,2023-07-25,2023-07-27,0
O002532,2023-09-04,W03,2023-09-06,2023-09-10,1
O002533,2023-10-17,W01,2023-10-18,2023-10-20,0
O002534,2023-09-21,W05,2023-09-25,2023-09-29,1
O002535,2023-08-02,W03,2023-08-04,2023-08-05,0
O002536,2023-07-19,W01,2023-07-27,2023-08-01,2
O002537,2023-03-20,W04,2023-03-29,2023-04-01,0
O002538,2023-12-09,W05,2023-12-10,2023-12-13,0
O002539,2023-12-10,W03,2023-12-12,2023-12-15,0
O002540,2023-06-22,W03,2023-06-28,2023-06-30,0
O002541,2023-03-10,W01,2023-03-17,2023-03-22,2
O002542,2023-03-28,W03,2023-03-30,2023-04-05,3
O002543,2023-04-11,W05,2023-04-19,2023-04-21,0
O002544,2023-01-08,W02,2023-01-17,2023-01-19,0
O002545,2023-11-29,W01,2023-12-07,2023-12-09,0
O002546,2023-07-19,W04,2023-07-28,2023-08-03,3
O002547,2023-03-28,W03,2023-04-03,2023-04-05,0
O002548,2023-02-12,W05,2023-02-19,2023-02-24,2
O002549,2023-04-19,W03,2023-04-25,2023-04-28,0
O002550,2023-06-01,W04,2023-06-08,2023-06-12,1
O002551,2023-01-17,W05,2023-01-20,2023-01-22,0
O002552,2023-05-13,W04,2023-05-17,2023-05-22,2
O002553,2023-05-28,W05,2023-06-06,2023-06-07,0
O002554,2023-10-04,W02,2023-10-07,2023-10-11,1
O002555,2023-08-20,W05,2023-08-22,2023-08-24,0
O002556,2023-11-10,W04,2023-11-17,2023-11-19,0
O002557,2023-08-16,W01,2023-08-22,2023-08-26,1
O002558,2023-05-19,W02,2023-05-22,2023-05-26,1
O002559,2023-07-30,W03,2023-08-05,2023-08-07,0
O002560,2023-01-28,W02,2023-02-04,2023-02-09,2
O002561,2023-02-20,W02,2023-02-26,2023-02-27,0
O002562,2023-09-18,W03,2023-09-19,2023-09-24,2
O002563,2023-09-18,W05,2023-09-19,2023-09-25,3
O002564,2023-12-16,W02,2023-12-25,2023-12-28,0
O002565,2023-12-18,W02,2023-12-24,2023-12-27,0
O002566,2023-01-08,W01,2023-01-10,2023-01-13,0
O002567,2023-11-16,W01,2023-11-17,2023-11-19,0
O002568,2023-05-18,W04,2023-05-20,2023-05-21,0
O002569,2023-02-07,W03,2023-02-15,2023-02-16,0
O002570,2023-04-21,W05,2023-04-26,2023-05-02,3
O002571,2023-08-08,W05,2023-08-15,2023-08-17,0
O002572,2023-12-03,W04,2023-12-10,2023-12-12,0
O002573,2023-08-11,W05,2023-08-13,2023-08-15,0
O002574,2023-05-16,W05,2023-05-20,2023-05-21,0
O002575,2023-09-13,W01,2023-09-15,2023-09-17,0
O002576,2023-12-26,W05,2024-01-02,2024-01-06,1
O002577,2023-11-25,W05,2023-11-30,2023-12-04,1
O002578,2023-02-18,W04,2023-02-19,2023-02-23,1
O002579,2023-10-19,W04,2023-10-21,2023-10-23,0
O002580,2023-11-20,W02,2023-11-26,2023-11-30,1
O002581,2023-03-19,W05,2023-03-23,2023-03-29,3
O002582,2023-04-15,W05,2023-04-22,2023-04-24,0
O002583,2023-06-18,W05,2023-06-20,2023-06-26,3
O002584,2023-08-05,W01,2023-08-07,2023-08-11,1
O002585,2023-04-29,W05,2023-05-05,2023-05-07,0
O002586,2023-07-09,W01,2023-07-17,2023-07-22,2
O002587,2023-09-12,W02,2023-09-13,2023-09-16,0
O002588,2023-09-23,W03,2023-09-28,2023-10-03,2
O002589,2023-05-29,W05,2023-05-30,2023-06-02,0
O002590,2023-06-13,W04,2023-06-19,2023-06-22,0
O002591,2023-05-20,W04,2023-05-27,2023-05-31,1
O002592,2023-12-13,W05,2023-12-19,2023-12-22,0
O002593,2023-09-15,W01,2023-09-24,2023-09-27,0
O002594,2023-09-26,W04,2023-09-29,2023-10-04,2
O002595,2023-06-30,W04,2023-07-08,2023-07-11,0
O002596,2023-06-09,W02,2023-06-12,2023-06-14,0
O002597,2023-12-17,W02,2023-12-24,2023-12-30,3
O002598,2023-10-15,W02,2023-10-20,2023-10-26,3
O002599,2023-10-15,W04,2023-10-16,2023-10-18,0
O002600,2023-08-14,W04,2023-08-18,2023-08-22,1
O002601,2023-01-11,W05,2023-01-20,2023-01-25,2
O002602,2023-01-10,W05,2023-01-18,2023-01-19,0
O002603,2023-09-28,W01,2023-10-01,2023-10-07,3
O002604,2023-09-30,W04,2023-10-02,2023-10-07,2
O002605,2023-07-02,W05,2023-07-11,2023-07-17,3
O002606,2023-06-02,W05,2023-06-03,2023-06-04,0
O002607,2023-11-11,W02,2023-11-20,2023-11-23,0
O002608,2023-11-30,W02,2023-12-07,2023-12-08,0
O002609,2023-05-04,W02,2023-05-06,2023-05-09,0
O002610,2023-04-24,W03,2023-04-29,2023-05-05,3
O002611,2023-10-05,W05,2023-10-07,2023-10-12,2
O002612,2023-08-01,W02,2023-08-06,2023-08-11,2
O002613,2023-06-21,W02,2023-06-28,2023-07-02,1
O002614,2023-10-15,W04,2023-10-20,2023-10-26,3
O002615,2023-06-23,W02,2023-06-25,2023-06-29,1
O002616,2023-04-23,W04,2023-04-28,2023-05-04,3
O002617,2023-05-02,W01,2023-05-08,2023-05-11,0
O002618,2023-02-01,W02,2023-02-06,2023-02-12,3
O002619,2023-08-10,W04,2023-08-12,2023-08-18,3
O002620,2023-04-29,W02,2023-05-05,2023-05-08,0
O002621,2023-02-08,W01,2023-02-14,2023-02-16,0
O002622,2023-09-25,W02,2023-09-27,2023-09-29,0
O002623,2023-08-21,W04,2023-08-25,2023-08-31,3
O002624,2023-01-18,W01,2023-01-25,2023-01-27,0
O002625,2023-05-29,W01,2023-05-30,2023-06-04,2
O002626,2023-05-29,W01,2023-05-30,2023-06-05,3
O002627,2023-05-06,W03,2023-05-12,2023-05-13,0
O002628,2023-10-29,W04,2023-11-05,2023-11-08,0
O002629,2023-12-26,W03,2023-12-31,2024-01-04,1
O002630,2023-08-26,W01,2023-09-03,2023-09-06,0
O002631,2023-05-15,W03,2023-05-19,2023-05-25,3
O002632,2023-05-31,W02,2023-06-03,2023-06-04,0
O002633,2023-08-24,W03,2023-08-31,2023-09-03,0
O002634,2023-08-12,W05,2023-08-16,2023-08-20,1
O002635,2023-07-22,W01,2023-07-23,2023-07-27,1
O002636,2023-09-13,W01,2023-09-21,2023-09-22,0
O002637,2023-03-27,W04,2023-04-01,2023-04-05,1
O002638,2023-05-30,W02,2023-06-07,2023-06-12,2
O002639,2023-08-23,W04,2023-08-31,2023-09-04,1
O002640,2023-12-11,W03,2023-12-16,2023-12-17,0
O002641,2023-01-22,W05,2023-01-30,2023-01-31,0
O002642,2023-12-14,W05,2023-12-21,2023-12-24,0
O002643,2023-10-12,W05,2023-10-15,2023-10-19,1
O002644,2023-09-26,W05,2023-09-30,2023-10-04,1
O002645,2023-09-15,W02,2023-09-22,2023-09-28,3
O002646,2023-01-29,W03,2023-02-02,2023-02-08,3
O002647,2023-08-01,W05,2023-08-07,2023-08-08,0
O002648,2023-10-10,W01,2023-10-12,2023-10-18,3
O002649,2023-02-19,W03,2023-02-21,2023-02-24,0
O002650,2023-04-05,W02,2023-04-08,2023-04-11,0
O002651,2023-03-29,W05,2023-04-05,2023-04-10,2
O002652,2023-02-13,W02,2023-02-16,2023-02-21,2
O002653,2023-10-05,W05,2023-10-08,2023-10-09,0
O002654,2023-06-20,W01,2023-06-24,2023-06-27,0
O002655,2023-07-08,W03,2023-07-14,2023-07-17,0
O002656,2023-12-19,W01,2023-12-20,2023-12-25,2
O002657,2023-07-03,W05,2023-07-09,2023-07-15,3
O002658,2023-01-03,W04,2023-01-11,2023-01-16,2
O002659,2023-07-10,W03,2023-07-18,2023-07-19,0
O002660,2023-04-28,W02,2023-05-04,2023-05-07,0
O002661,2023-01-19,W05,2023-01-25,2023-01-26,0
O002662,2023-01-23,W01,2023-01-26,2023-01-31,2
O002663,2023-01-30,W04,2023-02-01,2023-02-05,1
O002664,2023-10-22,W05,2023-10-29,2023-11-03,2
O002665,2023-04-18,W02,2023-04-26,2023-04-29,0
O002666,2023-10-08,W01,2023-10-14,2023-10-15,0
O002667,2023-05-08,W03,2023-05-13,2023-05-19,3
O002668,2023-08-17,W04,2023-08-21,2023-08-27,3
O002669,2023-04-21,W05,2023-04-22,2023-04-25,0
O002670,2023-05-16,W05,2023-05-25,2023-05-30,2
O002671,2023-12-28,W05,2024-01-01,2024-01-06,2
O002672,2023-07-05,W05,2023-07-07,2023-07-09,0
O002673,2023-05-24,W01,2023-05-28,2023-06-02,2
O002674,2023-03-13,W03,2023-03-18,2023-03-21,0
O002675,2023-05-09,W02,2023-05-11,2023-05-12,0
O002676,2023-12-30,W04,2024-01-06,2024-01-07,0
O002677,2023-09-18,W05,2023-09-21,2023-09-23,0
O002678,2023-01-03,W05,2023-01-11,2023-01-17,3
O002679,2023-04-14,W03,2023-04-18,2023-04-21,0
O002680,2023-08-12,W03,2023-08-17,2023-08-22,2
O002681,2023-11-16,W01,2023-11-19,2023-11-23,1
O002682,2023-12-28,W01,2024-01-02,2024-01-03,0
O002683,2023-12-20,W01,2023-12-29,2024-01-01,0
O002684,2023-01-10,W04,2023-01-12,2023-01-14,0
O002685,2023-10-29,W01,2023-11-05,2023-11-09,1
O002686,2023-08-19,W05,2023-08-27,2023-09-02,3
O002687,2023-08-07,W01,2023-08-10,2023-08-13,0
O002688,2023-03-07,W04,2023-03-11,2023-03-16,2
O002689,2023-04-22,W01,2023-04-24,2023-04-30,3
O002690,2023-01-13,W01,2023-01-22,2023-01-23,0
O002691,2023-03-27,W05,2023-03-30,2023-04-04,2
O002692,2023-08-22,W05,2023-08-31,2023-09-02,0
O002693,2023-03-31,W05,2023-04-07,2023-04-08,0
O002694,2023-11-10,W01,2023-11-16,2023-11-20,1
O002695,2023-02-23,W05,2023-02-26,2023-02-27,0
O002696,2023-01-12,W03,2023-01-19,2023-01-24,2
O002697,2023-07-28,W02,2023-07-31,2023-08-06,3
O002698,2023-01-14,W02,2023-01-20,2023-01-23,0
O002699,2023-05-01,W05,2023-05-09,2023-05-12,0
O002700,2023-01-20,W04,2023-01-25,2023-01-28,0
O002701,2023-03-16,W05,2023-03-19,2023-03-21,0
O002702,2023-08-31,W05,2023-09-06,2023-09-08,0
O002703,2023-08-11,W01,2023-08-19,2023-08-22,0
O002704,2023-03-11,W04,2023-03-14,2023-03-18,1
O002705,2023-11-08,W05,2023-11-13,2023-11-18,2
O002706,2023-07-30,W03,2023-08-08,2023-08-12,1
O002707,2023-04-11,W02,2023-04-14,2023-04-17,0
O002708,2023-07-05,W03,2023-07-07,2023-07-12,2
O002709,2023-05-12,W03,2023-05-20,2023-05-22,0
O002710,2023-04-21,W03,2023-04-28,2023-04-29,0
O002711,2023-05-12,W04,2023-05-21,2023-05-22,0
O002712,2023-01-20,W04,2023-01-24,2023-01-29,2
O002713,2023-01-24,W04,2023-01-27,2023-01-31,1
O002714,2023-08-15,W02,2023-08-20,2023-08-25,2
O002715,2023-06-03,W01,2023-06-04,2023-06-08,1
O002716,2023-10-20,W05,2023-10-25,2023-10-31,3
O002717,2023-08-18,W05,2023-08-21,2023-08-25,1
O002718,2023-11-06,W01,2023-11-07,2023-11-08,0
O002719,2023-12-25,W05,2023-12-28,2023-12-30,0
O002720,2023-07-21,W03,2023-07-26,2023-07-29,0
O002721,2023-02-07,W02,2023-02-12,2023-02-14,0
O002722,2023-09-17,W05,2023-09-25,2023-09-28,0
O002723,2023-07-07,W02,2023-07-08,2023-07-14,3
O002724,2023-02-26,W01,2023-03-05,2023-03-06,0
O002725,2023-01-20,W05,2023-01-25,2023-01-28,0
O002726,2023-09-30,W02,2023-10-03,2023-10-09,3
O002727,2023-04-29,W03,2023-05-03,2023-05-07,1
O002728,2023-03-12,W03,2023-03-15,2023-03-20,2
O002729,2023-01-04,W01,2023-01-12,2023-01-15,0
O002730,2023-08-09,W04,2023-08-13,2023-08-15,0
O002731,2023-01-14,W05,2023-01-17,2023-01-18,0
O002732,2023-01-03,W03,2023-01-05,2023-01-06,0
O002733,2023-08-04,W03,2023-08-07,2023-08-13,3
O002734,2023-08-17,W01,2023-08-24,2023-08-29,2
O002735,2023-12-02,W03,2023-12-08,2023-12-12,1
O002736,2023-07-05,W05,2023-07-10,2023-07-14,1
O002737,2023-02-24,W01,2023-03-04,2023-03-05,0
O002738,2023-09-11,W02,2023-09-12,2023-09-16,1
O002739,2023-01-24,W01,2023-01-27,2023-02-02,3
O002740,2023-06-11,W05,2023-06-13,2023-06-18,2
O002741,2023-06-07,W05,2023-06-09,2023-06-10,0
O002742,2023-03-23,W02,2023-03-24,2023-03-28,1
O002743,2023-06-08,W01,2023-06-13,2023-06-16,0
O002744,2023-07-07,W05,2023-07-12,2023-07-15,0
O002745,2023-03-01,W05,2023-03-04,2023-03-10,3
O002746,2023-11-01,W02,2023-11-10,2023-11-14,1
O002747,2023-11-15,W04,2023-11-21,2023-11-24,0
O002748,2023-07-30,W01,2023-08-05,2023-08-10,2
O002749,2023-06-01,W05,2023-06-07,2023-06-09,0
O002750,2023-04-19,W03,2023-04-21,2023-04-26,2
O002751,2023-03-17,W02,2023-03-25,2023-03-31,3
O002752,2023-01-30,W04,2023-02-05,2023-02-10,2
O002753,2023-11-10,W04,2023-11-13,2023-11-17,1
O002754,2023-04-27,W02,2023-05-06,2023-05-11,2
O002755,2023-12-22,W04,2023-12-24,2023-12-28,1
O002756,2023-07-11,W05,2023-07-18,2023-07-19,0
O002757,2023-01-19,W04,2023-01-22,2023-01-26,1
O002758,2023-06-22,W01,2023-06-28,2023-07-04,3
O002759,2023-08-16,W03,2023-08-21,2023-08-25,1
O002760,2023-12-16,W05,2023-12-22,2023-12-23,0
O002761,2023-07-02,W02,2023-07-10,2023-07-12,0
O002762,2023-04-23,W03,2023-04-26,2023-05-02,3
O002763,2023-07-02,W05,2023-07-04,2023-07-05,0
O002764,2023-05-26,W03,2023-06-03,2023-06-07,1
O002765,2023-11-15,W04,2023-11-16,2023-11-22,3
O002766,2023-04-26,W02,2023-04-28,2023-05-01,0
O002767,2023-04-23,W02,2023-04-24,2023-04-28,1
O002768,2023-09-08,W01,2023-09-13,2023-09-14,0
O002769,2023-09-08,W04,2023-09-16,2023-09-20,1
O002770,2023-10-30,W01,2023-11-01,2023-11-02,0
O002771,2023-11-09,W01,2023-11-13,2023-11-18,2
O002772,2023-04-28,W04,2023-05-02,2023-05-04,0
O002773,2023-10-28,W05,2023-11-04,2023-11-06,0
O002774,2023-06-10,W01,2023-06-11,2023-06-17,3
O002775,2023-07-17,W03,2023-07-26,2023-07-27,0
O002776,2023-09-17,W05,2023-09-20,2023-09-22,0
O002777,2023-05-28,W04,2023-06-03,2023-06-06,0
O002778,2023-08-28,W02,2023-09-02,2023-09-08,3
O002779,2023-02-16,W05,2023-02-20,2023-02-23,0
O002780,2023-07-17,W01,2023-07-26,2023-07-28,0
O002781,2023-02-16,W03,2023-02-25,2023-02-26,0
O002782,2023-03-19,W04,2023-03-20,2023-03-26,3
O002783,2023-05-04,W02,2023-05-11,2023-05-14,0
O002784,2023-03-16,W03,2023-03-25,2023-03-27,0
O002785,2023-12-25,W02,2023-12-30,2024-01-03,1
O002786,2023-05-17,W04,2023-05-18,2023-05-21,0
O002787,2023-03-31,W05,2023-04-08,2023-04-13,2
O002788,2023-11-21,W01,2023-11-26,2023-12-02,3
O002789,2023-03-02,W04,2023-03-08,2023-03-11,0
O002790,2023-05-18,W03,2023-05-25,2023-05-31,3
O002791,2023-02-19,W05,2023-02-26,2023-02-28,0
O002792,2023-09-16,W02,2023-09-23,2023-09-25,0
O002793,2023-04-17,W05,2023-04-18,2023-04-24,3
O002794,2023-04-23,W05,2023-04-30,2023-05-02,0
O002795,2023-12-16,W03,2023-12-19,2023-12-20,0
O002796,2023-09-11,W01,2023-09-16,2023-09-22,3
O002797,2023-04-28,W05,2023-05-03,2023-05-04,0
O002798,2023-07-17,W05,2023-07-25,2023-07-31,3
O002799,2023-12-03,W01,2023-12-10,2023-12-14,1
O002800,2023-12-31,W01,2024-01-07,2024-01-11,1
O002801,2023-02-20,W02,2023-02-26,2023-03-01,0
